,distance,mean,sd
0,0.0,1.0,0.0
1,8.236236574286327,0.4458522488817855,0.0188707100725838
2,16.472473148572654,0.2882386605778591,0.07412576917872755
3,24.70870972285898,0.2400784633579688,0.12315875192355874
4,32.94494629714531,0.23005247273687782,0.11776362494736546
5,41.18118287143163,0.17646453498290796,0.1273350822608947
6,49.41741944571796,0.15425723984379686,0.08308579221776034
7,57.65365602000429,0.12431027236824428,0.07306183686698889
8,65.88989259429061,0.1456493390033062,0.06754502508942689
9,74.12612916857694,0.18892301870163175,0.04686036621634102
10,82.36236574286326,0.11847272789050182,0.07763322925954735
11,90.5986023171496,0.10459492288316614,0.05797535370553508
12,98.83483889143592,0.1611284150225019,0.10748513974554912
13,107.07107546572225,0.08528629592233179,0.05940180217556362
14,115.30731204000858,0.13787831878865126,0.07623863145615173
15,123.5435486142949,0.11353695382918694,0.0978402723482184
16,131.77978518858123,0.07108871393845302,0.06963768697453725
17,140.01602176286755,0.05159997716891399,0.07153429554205892
18,148.25225833715388,0.03430796870090424,0.03242397435696055
19,156.4884949114402,,
