,distance,mean,sd
0,0.0,0.9355708601362385,0.08218845951301114
1,4.683618037910949,0.866837980280581,0.13368748128502658
2,9.367236075821898,0.7601701903697843,0.1658696981348862
3,14.050854113732846,0.6375187469875535,0.11052415405186199
4,18.734472151643796,0.5217517249509052,0.06251454092801827
5,23.418090189554746,0.4418556251190401,0.04785055070097081
6,28.101708227465693,0.30309135160720313,0.014392932242815792
7,32.785326265376646,0.24962957189809057,0.07279767486355417
8,37.46894430328759,0.19823850587542446,0.04167329055940947
9,42.15256234119854,0.20654733067773384,0.04779272186920039
10,46.83618037910949,0.18414941636370366,0.06866233078710772
11,51.51979841702044,0.12396676241601536,0.05878113174497845
12,56.203416454931386,0.11626241255655405,0.04037183245398909
13,60.88703449284234,0.1095858179853435,0.05625977843698
14,65.57065253075329,0.13290830993387798,0.07064100479380803
15,70.25427056866424,0.1082073335170648,0.0362960166661325
16,74.93788860657519,0.07042839725005448,0.04932137690352495
17,79.62150664448613,0.05585781149451828,0.05707078861329404
18,84.30512468239708,0.09204096420001828,0.11187909108162197
19,88.98874272030803,,
