,cell_id,distance,channel_1,channel_2,channel_3,channel_4
0,1,8.787677654489729,484.4106634106634,737.8990638990639,165.97069597069597,334.2026862026862
1,2,5.670062964836976,345.6214689265537,486.9220338983051,148.6271186440678,349.2519774011299
2,3,6.611975476084496,585.0487179487179,646.6846153846154,184.36153846153846,337.74444444444447
3,4,5.398129686359331,486.66509433962267,648.6635220125786,141.22641509433961,231.56132075471697
4,5,6.943415176559989,594.4019950124688,905.1491271820449,158.8134663341646,303.156608478803
5,6,8.344725276970722,445.5758513931888,615.5394736842105,146.61687306501548,267.7631578947368
6,7,4.786839931715365,325.5109243697479,407.25042016806725,152.40672268907562,329.6235294117647
7,8,6.908638408931184,410.40064545873673,512.4209313047487,148.1834946980175,473.5846011987091
8,9,9.82384223542362,639.2123613312203,635.2757527733756,180.2258320126783,345.49762282091916
9,10,6.241017859375505,416.10502283105023,560.6575342465753,168.0669710806697,396.6316590563166
10,11,8.058262020360203,531.7596964586846,717.8026981450253,159.82715008431703,324.6222596964587
11,12,5.50452837188273,484.45645645645646,569.958958958959,150.45345345345345,369.7057057057057
12,13,7.415606143900636,474.81774707757705,683.230074388948,164.7422954303932,259.4952178533475
13,14,17.13229869939511,590.210332103321,403.8011992619926,142.94557195571954,440.35378228782287
14,15,12.163263795302443,520.7553873034362,682.5707629586489,171.8031450203844,416.6039603960396
15,16,5.6016777640646085,371.5904860392968,444.47259565667014,141.023784901758,372.7807652533609
16,17,5.720454248434517,357.3544776119403,493.1878109452736,140.93905472636817,402.40547263681594
17,18,17.297026158265286,749.5939086294417,600.6604060913705,184.6979695431472,363.23553299492386
18,19,5.098121877850671,298.8224431818182,387.35653409090907,132.2400568181818,237.38920454545453
19,20,15.559061464523847,526.0614379084967,696.9359477124183,163.57908496732026,343.88104575163396
20,21,5.045853275740145,336.3452566096423,383.552099533437,138.40746500777604,258.4276827371695
21,22,11.0347330597828,523.4682579989842,528.2199085830371,159.16861350939564,468.74707973590654
22,23,12.55020783175724,498.56216216216217,565.9378378378378,178.32162162162163,415.4675675675676
23,24,11.648392897940305,669.8988391376452,925.8126036484246,174.3407960199005,303.12271973466005
24,25,11.309823529412185,554.1028744326777,621.1573373676248,171.1395612708018,305.7552950075643
25,26,17.832673322877966,671.1810918774967,599.6997336884154,174.87483355525964,432.4613848202397
26,27,19.742780543633845,627.7931034482758,736.6060344827587,164.81034482758622,426.6568965517241
27,28,17.87096061286159,472.19644670050764,537.8238578680204,142.18223350253808,318.343654822335
28,29,4.188451096252881,447.5275080906149,474.42071197411,144.2588996763754,439.7346278317152
29,30,26.917797517527646,595.71775147929,516.7597633136095,167.94497041420118,455.9449704142012
30,31,17.69451771485234,724.4804630969609,426.39218523878435,190.88277858176556,388.1201157742402
31,32,16.174336750908346,605.707075962539,624.9885535900104,178.47970863683662,310.74089490114466
32,33,23.075125887035437,682.3656207366985,713.7830832196453,161.4931787175989,386.8881309686221
33,34,19.144314536638507,595.7068627450981,595.2799019607843,165.51323529411764,297.30245098039217
34,35,12.04850371889321,620.780834914611,696.8861480075901,163.66413662239088,292.2770398481973
35,36,6.322073316835143,544.6520750426379,598.1586128482093,174.21944286526434,294.51506537805574
36,37,24.833756129243493,661.0697819314641,675.7021806853583,152.81619937694705,274.9133956386293
37,38,18.424866371253678,573.2961876832844,567.4828934506354,160.88563049853371,406.06451612903226
38,39,28.837237494198817,682.6006060606061,596.8072727272727,198.05454545454546,450.3890909090909
39,40,20.588765305380768,533.5,655.3029010238907,192.91467576791808,444.12713310580205
40,41,6.788789901698783,484.0810276679842,568.5,171.00197628458497,366.32312252964425
41,42,33.58998385610713,452.48030495552734,332.65057179161374,164.77255400254128,374.93964421855145
42,43,13.23924273666033,643.3960292580982,687.2110762800418,165.23510971786834,295.3991640543365
43,44,17.69894882017597,551.2699619771863,529.2496831432193,164.46641318124207,270.2319391634981
44,45,24.83217777044494,677.0146231721035,593.1889763779527,189.6771653543307,419.55793025871765
45,46,4.570728977263449,415.390303030303,482.9127272727273,154.8860606060606,326.90060606060604
46,47,24.044746175226923,634.9329685362517,605.4514363885089,187.57729138166894,366.54445964432284
47,48,30.112548652626508,580.7552631578948,530.6,156.16228070175438,366.4763157894737
48,49,22.248757512447007,769.553163731246,679.437051532942,176.9784735812133,319.1245923026745
49,50,21.32112236780038,824.4086071263304,708.023137436372,194.1522443313281,376.81397501156874
50,51,6.278541458002498,483.8627591136526,634.410293066476,182.32451751250895,318.7748391708363
51,52,29.403259535054794,661.0298594847775,542.157494145199,155.2505854800937,335.4774590163934
52,53,31.02315807279452,655.8056224899599,592.6281124497992,176.66666666666666,324.6570281124498
53,54,31.540503247788937,734.1450292397661,624.5543859649123,165.43976608187134,411.52982456140353
54,55,27.187183409357708,668.1786651122122,602.8962401632177,169.9656076945497,354.01253278927425
55,56,27.681218590879297,730.0879458794587,569.7429274292743,148.3591635916359,374.54428044280445
56,57,17.766778059354422,510.57472924187726,653.8187725631769,186.66931407942238,363.33862815884476
57,58,13.685308776928988,654.2305925585669,706.3610473128158,206.13183279742765,289.1855764813964
58,59,37.31605049708124,591.6308411214953,561.518691588785,176.60093457943924,353.0289719626168
59,60,42.564544037493285,816.7563856960409,605.3796296296297,161.286717752235,336.38856960408685
60,61,34.68095783802702,744.2349206349206,665.6719576719577,183.1216931216931,363.44550264550264
61,62,21.0793886127496,602.3797634691196,665.4940867279895,186.3574244415243,386.54927726675425
62,63,33.64932289628909,618.56463878327,549.777566539924,157.58079847908746,368.861216730038
63,64,32.2500017048945,749.9036306588973,738.5714926042134,175.9260421335724,315.13805468399823
64,65,7.5065259414455605,588.8493217054264,553.7388565891473,160.38032945736435,272.8531976744186
65,66,17.279949602972078,486.8957609451008,471.6997915218902,189.44405837387075,452.52883947185546
66,67,11.923657650908162,664.7719021310181,676.947908445146,204.72217837411208,358.62194159431726
67,68,7.974679323853357,487.60705028512183,597.8335925349922,152.72783825816487,326.0658372213582
68,69,38.484627631621876,623.7580246913581,583.267901234568,173.5888888888889,380.67530864197533
69,70,43.466973898829885,660.7513935340022,526.8127090301003,172.79375696767002,344.98996655518397
70,71,40.270636827178194,666.5832775919732,539.6528428093645,145.6742474916388,361.30434782608694
71,72,12.4230196595741,677.0868686868687,731.8222222222222,189.12525252525253,318.9683501683502
72,73,8.333484300997279,508.2717058222676,657.3401430030643,161.71195097037793,330.26046986721144
73,74,28.623547677001728,776.5698365527489,657.258543833581,188.16567607726597,348.7630014858841
74,75,41.61293356848621,710.4353146853147,603.0122377622378,163.3146853146853,340.18094405594405
75,76,36.58464205650807,773.6804697156983,558.9789864029666,175.76946847960446,416.5692212608158
76,77,43.47873521075188,622.7896019496344,404.9902518277823,152.4118602761982,335.32412672623883
77,78,32.0606803969651,544.4646464646464,459.3030303030303,195.0949494949495,535.5676767676767
78,79,20.535119374229946,522.1459854014598,490.35036496350364,160.02189781021897,392.3540145985401
79,80,44.56922472831044,690.8023630504833,703.6605800214822,167.95488721804512,326.02577873254563
80,81,38.00149144070504,755.8036474164134,576.3781155015198,167.22310030395136,318.0364741641337
81,82,46.96837025248662,604.219040247678,523.5952012383901,159.52399380804954,265.43498452012386
82,83,18.289105054727504,772.7707112970711,718.8849372384938,183.79748953974897,352.56861924686194
83,84,48.085848233594646,754.7310252996006,526.1930758988016,173.19573901464713,316.70705725699065
84,85,40.464212319769175,683.8740942028985,656.0335144927536,181.37228260869566,256.6603260869565
85,86,24.917351680183344,524.6110695587136,433.35377711293944,159.94839192221391,333.7890800299177
86,87,21.240896285773477,576.8310344827586,553.18,165.05310344827586,299.1413793103448
87,88,43.033251292412636,756.1078806426932,450.238714613619,150.20504973221117,338.7834736036725
88,89,54.712888998006434,768.9378640776699,472.16699029126215,145.79902912621358,339.773786407767
89,90,30.56550986096825,633.2189616252822,479.2009029345372,156.90180586907448,300.6817155756208
90,91,8.24908565695686,685.527902790279,676.4477947794779,172.93114311431142,273.65346534653463
91,92,41.436309038937644,803.8646153846154,656.868717948718,165.38051282051282,308.62051282051283
92,93,5.331459544835926,346.4273764258555,506.7505703422053,135.56730038022815,272.5422053231939
93,94,42.90198567020205,798.5658866995074,611.3916256157636,149.4679802955665,309.23830049261085
94,95,52.033895718139156,767.9879518072289,550.9223560910308,164.01874163319945,350.7463186077644
95,96,49.640018130795994,768.0178457616316,533.5200764818355,167.48311026131293,324.21733588272787
96,97,37.702241339929365,757.8900682335102,642.6103108415466,175.40257771038665,285.18119787717967
97,98,26.76789865103784,606.503992015968,664.0598802395209,196.24550898203591,429.1576846307385
98,99,18.582902965116734,581.6655348047539,655.5042444821731,159.03056027164686,342.39049235993207
99,100,12.185916333902346,527.1064285714285,676.2514285714286,159.70857142857142,360.96
100,101,32.42684593716633,643.6595012897678,565.110060189166,162.78331900257953,385.5709372312984
101,102,19.24881060632406,603.095423563778,691.2434274586174,191.5842259006816,418.2005842259007
102,103,45.40563264091923,732.9230769230769,609.1046153846154,157.84230769230768,407.39
103,104,58.57415274003063,614.6706776440785,564.5028499050031,143.25775807473084,357.4718176060798
104,105,55.09015589223577,752.056657223796,610.0134560906515,146.985835694051,339.05382436260624
105,106,43.253603816953756,716.2306791569086,511.08196721311475,159.8313817330211,364.45081967213116
106,107,45.675542790504096,748.5,467.8183962264151,148.4308176100629,294.9080188679245
107,108,31.890640195615582,730.1830985915493,677.581426056338,172.5836267605634,358.43265845070425
108,109,46.81464644097466,824.2220950200343,639.5352032054951,162.21866056096164,328.52032054951343
109,110,58.73346975538065,638.3947882736156,441.78241042345275,154.49902280130294,412.97394136807816
110,111,41.31567199535842,810.3529819694868,585.747919556172,162.75416088765604,357.9438280166436
111,112,54.01593045820467,701.7162709901563,559.5958309206717,155.56803705848293,264.8326577880718
112,113,51.52526033290328,609.35546875,426.625,146.38541666666666,360.8567708333333
113,114,24.385409605525453,590.8644374152734,604.4238590149118,168.31631269769542,310.48079530049705
114,115,28.16908153466706,576.9627156371731,635.7595993322203,162.67167501391208,304.76850306065666
115,116,60.26023548007772,608.975845410628,396.98454106280195,134.5207729468599,267.4135265700483
116,117,13.034227112873952,543.7641418983701,568.9434324065196,176.47746883988495,317.4717162032598
117,118,26.313611981066078,583.9342384386932,524.7581671616462,163.5095460330929,390.0543063215952
118,119,51.586128997063575,730.3465140478668,433.6295525494277,133.5556711758585,337.31009365244535
119,120,6.827613463088339,331.4932692307692,418.80865384615385,134.8471153846154,422.5567307692308
120,121,54.02365142942776,682.8845283018868,437.23471698113207,155.03169811320754,341.0822641509434
121,122,67.59506043600794,761.794454490657,470.19710669077756,138.16395418927064,342.3423749246534
122,123,55.64254943136492,737.0558823529411,476.35661764705884,144.26029411764705,296.9139705882353
123,124,65.33265267322149,671.455230125523,402.3372384937239,137.2092050209205,358.326359832636
124,125,8.637650644083578,716.7760342368045,596.3737517831669,178.15763195435093,375.2203994293866
125,126,50.73065017380268,757.2642066420664,626.8583025830259,156.06937269372693,288.72177121771216
126,127,17.000680053506095,581.5148201438849,695.9876258992806,173.09841726618706,327.60690647482016
127,128,35.33281923911561,695.3508030431108,542.3812341504649,165.30346576500423,292.03043110735416
128,129,62.17244836410648,584.8822023047375,498.21766965428935,160.62740076824585,358.43021766965427
129,130,66.8845104535856,687.7148407148408,447.10644910644913,141.37917637917639,341.9137529137529
130,131,48.568496030177016,724.7636217948718,480.1081730769231,151.77243589743588,302.11778846153845
131,132,33.10378024888615,762.646437994723,615.6391820580475,176.4505277044855,347.4518469656992
132,133,62.05715155409352,668.8338926174497,427.4010067114094,137.4538590604027,330.8322147651007
133,134,70.44458989248643,670.4480408858603,328.5059625212947,141.03236797274275,428.24872231686544
