,distance,mean,sd
0,0.0,0.9962469578713248,0.006500459649811887
1,8.750897975227725,0.8982287369370702,0.11768035008877434
2,17.50179595045545,0.8175645857135501,0.048852930377729364
3,26.252693925683175,0.5908076401282255,0.0357399197325591
4,35.0035919009109,0.34695620935971366,0.05311601623826593
5,43.75448987613862,0.2220292135557232,0.03886788087164075
6,52.50538785136635,0.1417652589481092,0.039185763535538355
7,61.25628582659407,0.09051521877556842,0.03150018412671088
8,70.0071838018218,0.06821534420032493,0.01776692215447
9,78.75808177704953,0.0285914130960324,0.03183831186976438
10,87.50897975227724,0.03917426784686949,0.05522648995351341
11,96.25987772750497,0.06719614224489831,0.04947170752722898
12,105.0107757027327,0.05493810329981625,0.04435163560867081
13,113.76167367796042,0.07224948333759787,0.04714011330579196
14,122.51257165318815,0.11180961176632292,0.0478858339935679
15,131.26346962841586,0.11627546851703927,0.04911019037419802
16,140.0143676036436,0.05698111401037473,0.03573694638708172
17,148.76526557887132,0.09804769869206716,0.009049077319577058
18,157.51616355409905,0.02783732548794644,0.01974904433066006
19,166.26706152932675,,
