,cell_id,distance,channel_1,channel_2,channel_3
0,1,1.3157171183838423,288.04599056603774,105.49410377358491,100.47287735849056
1,2,4.954079127222725,243.76623376623377,113.0851948051948,101.37298701298701
2,3,7.273928606801911,184.11340206185568,109.57428744693753,101.06973923590054
3,4,9.232119834171522,207.01745379876797,111.69301848049281,101.35574948665298
4,5,8.6589672612598,239.19766990291262,121.97514563106796,101.53669902912621
5,6,5.472909387189944,240.00100704934542,127.24068479355489,101.25075528700906
6,7,6.65845804125779,254.1581096849475,108.83605600933488,101.72287047841307
7,8,11.81728157921582,175.93112947658403,109.0034435261708,102.15840220385675
8,9,6.229290151190999,183.1501524390244,106.3513719512195,100.69969512195122
9,10,7.7194012266662915,201.86414445399828,133.29922613929492,101.58340498710233
10,11,18.393357887249085,203.5129500947568,111.50600126342388,101.1907770056854
11,12,7.4894206188702785,242.5300751879699,119.8781954887218,101.34962406015038
12,13,7.726040374866684,196.0318037255793,109.15402089959109,100.97728305315765
13,14,6.491290837382854,208.87830080367394,111.35419058553387,101.71010332950631
14,15,12.634407434880266,209.1951219512195,108.9990243902439,101.62731707317073
15,16,10.42942929033052,266.8349726775956,117.61038251366121,101.53879781420765
16,17,17.977004317948612,270.3810900082576,115.56234516928158,101.77621800165153
17,18,12.215167669424257,251.835027365129,111.33385457388584,101.61336982017201
18,19,22.85814851908737,252.86527237354085,124.48540856031128,101.08998054474708
19,20,16.72573251242445,183.51353790613717,111.8384476534296,102.06227436823104
20,21,5.714338411147453,210.40346729708432,108.05122143420016,101.35539795114263
21,22,7.5090254956536535,217.60051107325384,116.265332197615,101.26916524701873
22,23,16.88764982066747,230.42390731964193,108.68457082675093,101.53238546603475
23,24,6.969790196538002,191.03777985074626,121.23833955223881,101.53218283582089
24,25,7.634031634087619,220.4081896551724,114.31551724137931,101.27844827586208
25,26,19.165859179098348,232.78120516499283,108.73529411764706,101.27833572453372
26,27,31.439028208514095,291.27975270479135,117.80216383307574,101.49613601236476
27,28,30.38529028092498,283.9174624829468,120.88540245566166,101.76671214188268
28,29,23.560952425429402,267.8636363636364,116.07747933884298,101.38636363636364
29,30,32.222591811317024,279.15519765739384,127.53440702781845,101.84040995607613
30,31,17.652381358359477,267.1281296023564,117.5058910162003,101.23048600883652
31,32,27.5907100457362,231.37428571428572,111.50190476190477,101.85
32,33,8.153831220857544,242.3764750666159,109.36315188427865,101.65854586981348
33,34,6.180360541027011,271.3445692883895,114.90543071161049,101.37359550561797
34,35,21.849644423509744,191.40293968575773,111.04713634059807,101.91890522047643
35,36,38.685832641827254,330.16985253959587,128.57673402512287,102.72692517749863
36,37,29.02829972454462,267.49964664310954,118.5286219081272,101.13922261484099
37,38,23.609572922262966,297.83685220729365,127.42610364683301,101.7130518234165
38,39,24.034616082224012,227.61720226843101,113.7835538752363,101.80009451795841
39,40,14.501670349725863,254.92171545268891,113.46289993192649,101.28454731109598
40,41,36.80553501307921,244.7314465408805,116.9132075471698,102.17924528301887
41,42,33.81422860312765,298.24733475479746,120.80718854706062,101.42552543405422
42,43,28.801248326120767,318.45602605863195,111.57220412595005,101.50488599348535
43,44,8.163986491421962,239.64787234042552,114.44468085106384,101.41436170212766
44,45,11.673897692039661,215.35778781038374,115.48194130925508,101.95711060948081
45,46,9.278491245019756,257.49957591178963,113.46310432569975,102.11704834605598
46,47,15.448396772680322,293.0364077669903,122.46723300970874,102.49878640776699
47,48,31.53850857384988,264.1124338624339,121.95767195767196,102.21825396825396
48,49,6.578806049252206,206.80957504034427,109.48682087143625,101.39698762775686
49,50,8.464931588286372,256.6648957907642,113.67388639149979,101.23947691050266
50,51,35.41146710150049,306.58279914529913,124.37820512820512,102.1698717948718
51,52,32.08701660583175,334.5342465753425,117.8827397260274,102.00602739726027
52,53,42.782948989281344,258.014598540146,119.51946472019465,102.5985401459854
