,cell_id,distance,channel_1,channel_2,channel_3,channel_4
0,1,29.947910483746934,733.1291390728477,528.8807947019867,173.16225165562915,701.8006622516556
1,2,25.404006161606276,1067.3181434599155,457.89535864978905,161.89620253164557,512.8995780590717
2,3,26.51167603923366,858.5123885034687,492.98216055500495,155.1665014866204,764.3894945490584
3,4,33.03796643183073,1267.4157725321888,770.0659871244635,232.36856223175965,579.2103004291846
4,5,76.1592580035656,1532.1551499348109,834.3207301173403,321.83898305084745,924.8644067796611
5,6,58.83330841741716,1183.934349355217,447.5193434935522,185.99413833528723,712.4443141852286
6,7,64.26669822182686,1705.9236800836384,963.7438578149504,309.52430737062207,716.5180345007841
7,8,28.185385813143352,927.3915989159891,555.6856368563685,162.44579945799458,648.7506775067751
8,9,17.890824895810166,1033.01393728223,634.0592334494773,173.31358885017423,633.1951219512196
9,10,62.71165379048469,1618.1860875706216,706.9968220338983,212.38418079096044,807.5660310734463
10,11,99.33464477185676,1744.5439609236234,971.2047069271758,338.351243339254,840.8721136767318
11,12,26.59068879149149,1217.797798377752,715.0011587485516,207.65874855156432,570.608922363847
12,13,100.96229762559543,1806.3355906696765,747.4115876598946,316.65086531226484,752.9255079006772
13,14,36.76451672930194,1436.2841628959277,723.3194570135746,367.74117647058824,563.3864253393665
14,15,140.68404082265508,1599.2843388960205,615.5455712451861,230.08664955070603,711.4473684210526
15,16,99.10937797568825,1431.2626641651032,738.7166979362102,451.4765478424015,742.5984990619137
16,17,66.04389799141501,1919.1737426518616,792.0640104506858,282.36185499673417,762.5316786414108
17,18,87.95921067398837,1650.0314465408806,675.9108061749571,346.41052029731276,690.4511149228131
18,19,77.69591076569112,1465.9449572649573,675.4133333333333,257.80615384615385,717.7015384615385
19,20,40.49838236205276,1384.079499776686,652.1277355962483,229.33988387673068,585.8083966056275
20,21,27.28979996947444,1685.6174794173528,585.1165294490183,317.5547815072831,531.4034198860038
21,22,157.1484532042793,1676.1018425460636,572.7922948073702,247.78425460636515,682.1092127303183
22,23,137.67047877438864,1382.4985451018429,554.372453928225,244.0286129970902,932.9073714839961
23,24,118.76510093487528,1591.7390060779408,698.4093671791205,303.76367536646404,787.121558813014
24,25,29.095143130581466,1089.1205265322913,708.7461949814891,232.8342245989305,622.179350061703
25,26,63.324154094267364,1585.7894499549143,805.5752930568079,268.570784490532,788.955816050496
26,27,73.599142428168,1712.3943901402465,769.6740331491712,357.58776030599233,697.6183595410115
27,28,182.55530385961688,1387.5383663366338,588.7704207920792,188.05445544554456,710.9783415841584
28,29,118.1794478607622,1740.4659400544958,589.2983651226158,174.2799727520436,816.6314713896458
29,30,37.10316424336581,1768.0877483443708,710.8173289183223,363.17328918322295,643.6291390728477
30,31,159.2601799336177,1636.0788623141564,629.8261150614092,219.40465416936004,720.0904977375566
31,32,39.590640264157116,1712.9011689691818,779.6381509032943,239.41285866099895,561.8034006376196
32,33,152.5757395416976,1574.7250348351138,614.5945192754297,232.04366000928937,909.0478402229447
33,34,211.96322863828763,1473.6950757575758,518.5157828282828,181.0864898989899,536.5972222222222
34,35,75.6677493857677,1607.4426433915212,798.7100997506234,292.3304239401496,645.102867830424
35,36,113.47821973624814,1752.294049008168,721.8681446907818,209.0110851808635,707.3908984830805
36,37,117.41282512559344,1844.6353488372092,804.4665116279069,267.78279069767444,716.0986046511628
37,38,199.87517622413787,1568.7051978277734,452.04034134988365,170.70830100853374,658.311869666408
38,39,51.99635749413365,1617.0201224846894,1019.6999125109361,222.20997375328085,514.4041994750656
39,40,210.33163119020102,1754.0961538461538,569.3299825174826,237.0034965034965,719.576486013986
40,41,166.8869967810357,1521.410509885536,674.0046826222684,174.51352757544225,688.9573361082206
41,42,80.84022675729481,1798.4308865586272,755.5624404194471,424.59151572926595,517.0710200190658
42,43,28.642901172019428,786.8735294117647,447.0676470588235,133.93235294117648,484.7161764705882
43,44,240.40515538960224,1415.910071942446,365.5263788968825,181.3621103117506,632.0365707434053
44,45,26.32570084413969,1056.8724007561436,596.1436672967864,189.29395085066162,705.1294896030246
45,46,141.48776708033594,1426.8435852372584,609.682776801406,230.30052724077328,581.6142355008787
46,47,100.83372589850126,1786.2928973277074,781.0365682137834,208.09458509142053,759.3699015471167
47,48,155.8304584253117,1523.0085665334095,576.9211878926328,275.79897201599084,922.493432324386
48,49,63.52062903464777,1752.592159559835,817.3968363136177,427.9731774415406,632.5508940852819
49,50,216.47001387812412,821.9240384615384,226.91057692307692,126.52884615384616,380.7442307692308
50,51,33.517309331887894,1444.4858199753392,825.5974106041923,276.5863131935882,699.0961775585697
51,52,35.35546548246889,1159.7237921604376,723.4339106654512,152.2707383773929,727.4740200546946
52,53,83.63627209236932,2167.1177147239264,967.6353527607362,248.1598926380368,768.4470858895705
53,54,94.68034092560148,1533.2364672364672,628.1526251526252,199.70818070818072,861.6141636141637
54,55,187.1565489526694,1497.032593019902,498.41303720796077,180.03345832131527,888.1727718488606
55,56,265.57261096788204,1420.6371308016878,426.7895569620253,146.74894514767934,604.7700421940929
56,57,204.49274803353606,1812.9331619537274,651.2467866323907,186.30419880034276,627.2596401028278
57,58,177.1218533175057,1471.7365710080942,567.5114054451802,205.9036055923473,802.5768947755703
58,59,33.83637355063241,1250.866704805492,765.0348970251716,147.14988558352402,503.70823798627003
59,60,244.67304770170531,1816.0392477514308,602.3262469337694,268.3556827473426,770.7179067865903
60,61,41.78771033384985,1712.2445386371046,629.6605803716988,287.3893055102706,836.1105314639713
61,62,248.09957448087337,1500.092830882353,448.62867647058823,139.8952205882353,666.3878676470588
